id,week,week_title,category,section,listed_in,reading_type,title,authors,year,source,publication_date_raw,volume,issue,pages,doi,doi_url,url,citation,notes,source_file
w06-u-053,6,"Futures, forecasting, abundance and scarcity",uni_provided_core,Core reading,university_course_reading_list,Article,Humanitarian futures and adaptive failures,"Kent, Randolph",2002,"Conflict, security & development",12/1/2002,2.0,3,67-92,10.1080/14678800200590620,https://doi.org/10.1080/14678800200590620,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-01-15+16:06:50&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-cross&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Humanitarian+futures+and+adaptive+failures&rft.jtitle=Conflict%2C+security+%26+development&rft.btitle=&rft.aulast=Kent&rft.auinit=&rft.auinit1=&rft.auinitm=&rft.ausuffix=&rft.au=Kent%2C+Randolph&rft.aucorp=&rft.date=2002-12-01&rft.volume=2&rft.issue=3&rft.part=&rft.quarter=&rft.ssn=&rft.spage=67&rft.epage=92&rft.pages=67-92&rft.artnum=&rft.issn=1467-8802&rft.eissn=1478-1174&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1080%2F14678800200590620&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=Taylor+%26+Francis&rft.place=&rft.series=&rft.stitle=&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<cross>10_1080_14678800200590620</cross>&svc_dat=viewit&rft_galeid=,"Kent, Randolph (2002) Humanitarian futures and adaptive failures. Article Conflict, security & development, 2.0(3), pp. 67-92 doi:10.1080/14678800200590620 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-01-15+16:06:50&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-cross&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Humanitarian+futures+and+adaptive+failures&rft.jtitle=Conflict%2C+security+%26+development&rft.btitle=&rft.aulast=Kent&rft.auinit=&rft.auinit1=&rft.auinitm=&rft.ausuffix=&rft.au=Kent%2C+Randolph&rft.aucorp=&rft.date=2002-12-01&rft.volume=2&rft.issue=3&rft.part=&rft.quarter=&rft.ssn=&rft.spage=67&rft.epage=92&rft.pages=67-92&rft.artnum=&rft.issn=1467-8802&rft.eissn=1478-1174&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1080%2F14678800200590620&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=Taylor+%26+Francis&rft.place=&rft.series=&rft.stitle=&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<cross>10_1080_14678800200590620</cross>&svc_dat=viewit&rft_galeid=",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w06-u-054,6,"Futures, forecasting, abundance and scarcity",uni_provided_additional,Additional reading,university_course_reading_list,Website,Measuring the human and economic impact of disasters,"Guha-Sapir, Debarati; Hoyois, Philippe",2012,,2012,,,,,,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/286966/12-1295-measuring-human-economic-impact-disasters.pdf,"Guha-Sapir, Debarati; Hoyois, Philippe (2012) Measuring the human and economic impact of disasters. Website Available at: https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/286966/12-1295-measuring-human-economic-impact-disasters.pdf",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w06-u-055,6,"Futures, forecasting, abundance and scarcity",uni_provided_additional,Additional reading,university_course_reading_list,Website,The World in 2030,"Hammond, Ray",2013,"Oxford University Press,",2013,,,"xii, 418 pages :",,,http://www.rayhammond.com/wp-content/uploads/The-World-In-2030.pdf,"Hammond, Ray (2013) The World in 2030. Website Oxford University Press, Available at: http://www.rayhammond.com/wp-content/uploads/The-World-In-2030.pdf",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w06-u-056,6,"Futures, forecasting, abundance and scarcity",uni_provided_additional,Additional reading,university_course_reading_list,Website,Emerging Trends Toward Holistic Disaster Preparedness,"Mays, Robin; Walton, Rebecca; Savino, Bridgett",2013,,2013,,,,,,https://www.semanticscholar.org/paper/Emerging-trends-toward-holistic-disaster-Mays-Walton/63e78b784e2be887a8e8d44974ecd96e380a9b04?p2df,"Mays, Robin; Walton, Rebecca; Savino, Bridgett (2013) Emerging Trends Toward Holistic Disaster Preparedness. Website Available at: https://www.semanticscholar.org/paper/Emerging-trends-toward-holistic-disaster-Mays-Walton/63e78b784e2be887a8e8d44974ecd96e380a9b04?p2df",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w06-u-057,6,"Futures, forecasting, abundance and scarcity",uni_provided_additional,Additional reading,university_course_reading_list,Article,Six rules for effective forecasting,"Saffo, Paul",2007,Harvard business review,2007-07,85.0,8-Jul,122-193,,,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+12:38:17&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Six+rules+for+effective+forecasting&rft.jtitle=Harvard+business+review&rft.au=Saffo%2C+Paul&rft.date=2007-07&rft.volume=85&rft.issue=7-8&rft.spage=122&rft.epage=193&rft.pages=122-193&rft.issn=0017-8012&rft.pub=HARVARD+BUSINESS+SCHOOL+PUBLISHING+CORPORATION&rft.place=WATERTOWN&rft.stitle=HARVARD+BUS+REV&rft_id=info:pmid/17642131&rft_dat=<gale_proqu>227818453</gale_proqu>&svc_dat=viewit&rft_galeid=A166103426,"Saffo, Paul (2007) Six rules for effective forecasting. Article Harvard business review, 85.0(8-Jul), pp. 122-193 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-11-20+12:38:17&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Six+rules+for+effective+forecasting&rft.jtitle=Harvard+business+review&rft.au=Saffo%2C+Paul&rft.date=2007-07&rft.volume=85&rft.issue=7-8&rft.spage=122&rft.epage=193&rft.pages=122-193&rft.issn=0017-8012&rft.pub=HARVARD+BUSINESS+SCHOOL+PUBLISHING+CORPORATION&rft.place=WATERTOWN&rft.stitle=HARVARD+BUS+REV&rft_id=info:pmid/17642131&rft_dat=<gale_proqu>227818453</gale_proqu>&svc_dat=viewit&rft_galeid=A166103426",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w06-u-058,6,"Futures, forecasting, abundance and scarcity",uni_provided_additional,Additional reading,university_course_reading_list,Website,2019 global health care outlook: Shaping the future,S Allen,2019,,2019,,,,,,https://www2.deloitte.com/content/dam/Deloitte/global/Documents/Life-Sciences-Health-Care/gx-lshc-hc-outlook-2019.pdf,S Allen (2019) 2019 global health care outlook: Shaping the future. Website Available at: https://www2.deloitte.com/content/dam/Deloitte/global/Documents/Life-Sciences-Health-Care/gx-lshc-hc-outlook-2019.pdf,,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-059,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Website,The truth about disruptive development,"Banks, Ken",2013,,2013,,,,,,https://ssir.org/articles/entry/the_truth_about_disruptive_development,"Banks, Ken (2013) The truth about disruptive development. Website Available at: https://ssir.org/articles/entry/the_truth_about_disruptive_development",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-060,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Website,The Humanitarian Technologist's Dilemma,"Brindley, William",2012,,2012,,,,,,https://ssir.org/articles/entry/the_humanitarian_technologists_dilemma,"Brindley, William (2012) The Humanitarian Technologist's Dilemma. Website Available at: https://ssir.org/articles/entry/the_humanitarian_technologists_dilemma",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-061,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Website,What Can Frugal Innovation Do for Development?,"Owens, Brian",2012,,2012,,,,,,http://www.scidev.net/global/innovation/feature/what-can-frugal-innovation-do-for-development.html#,"Owens, Brian (2012) What Can Frugal Innovation Do for Development?. Website Available at: http://www.scidev.net/global/innovation/feature/what-can-frugal-innovation-do-for-development.html#",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-062,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Website,Autonomous Drones for Humanitarians Operations,Ludovic Apvrille,,,,,,,,,https://www.researchgate.net/publication/271845966_Autonomous_Drones_for_Humanitarians_Operations,Ludovic Apvrille Autonomous Drones for Humanitarians Operations. Website Available at: https://www.researchgate.net/publication/271845966_Autonomous_Drones_for_Humanitarians_Operations,,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-063,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Article,Humanitarian Technology: Taking the ‘Human’ out of Humanitarianism?,C Chen,,,,,,,,,https://www.think-asia.org/handle/11540/10913,C Chen Humanitarian Technology: Taking the ‘Human’ out of Humanitarianism?. Article Available at: https://www.think-asia.org/handle/11540/10913,,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-064,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Article,A Survey on Unmanned Surface Vehicles for Disaster Robotics: Main Challenges and Directions,"Jorge, Vitor A M; Granada, Roger; Maidana, Renan G; Jurak, Darlan A; Heck, Guilherme; Negreiros, Alvaro P F; Dos Santos, Davi H; Gonçalves, Luiz M G; Amory, Alexandre M",2019,"Sensors (Basel, Switzerland)",2/8/2019,19.0,3,702-,10.3390/s19030702,https://doi.org/10.3390/s19030702,https://www.mdpi.com/1424-8220/19/3/702,"Jorge, Vitor A M ; Granada, Roger ; Maidana, Renan G ; Jurak, Darlan A ; Heck, Guilherme ; Negreiros, Alvaro P F ; Dos Santos, Davi H ; Gonçalves, Luiz M G ; Amory, Alexandre M (2019) A Survey on Unmanned Surface Vehicles for Disaster Robotics: Main Challenges and Directions. Article Sensors (Basel, Switzerland), 19.0(3), pp. 702- doi:10.3390/s19030702 Available at: https://www.mdpi.com/1424-8220/19/3/702",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-065,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Article,Humanitarian health computing using artificial intelligence and social media: A narrative literature review,"Fernandez-Luque, Luis; Imran, Muhammad",2018,"International journal of medical informatics (Shannon, Ireland)",2018-06,114.0,,136-142,10.1016/j.ijmedinf.2018.01.015,https://doi.org/10.1016/j.ijmedinf.2018.01.015,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-01-21+16:32:22&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Humanitarian+health+computing+using+artificial+intelligence+and+social+media%3A+A+narrative+literature+review&rft.jtitle=International+journal+of+medical+informatics+%28Shannon%2C+Ireland%29&rft.btitle=&rft.aulast=Fernandez-Luque%2C+Imran&rft.auinit=&rft.auinit1=&rft.auinitm=&rft.ausuffix=&rft.au=Fernandez-Luque%2C+Luis&rft.aucorp=&rft.date=2018-06&rft.volume=114&rft.issue=&rft.part=&rft.quarter=&rft.ssn=&rft.spage=136&rft.epage=142&rft.pages=136-142&rft.artnum=&rft.issn=1386-5056&rft.eissn=1872-8243&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1016%2Fj.ijmedinf.2018.01.015&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=Elsevier+B.V&rft.place=Ireland&rft.series=&rft.stitle=&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<gale_proqu>A534917161</gale_proqu>&svc_dat=viewit&rft_galeid=A534917161,"Fernandez-Luque, Luis ; Imran, Muhammad (2018) Humanitarian health computing using artificial intelligence and social media: A narrative literature review. Article International journal of medical informatics (Shannon, Ireland), 114.0, pp. 136-142 doi:10.1016/j.ijmedinf.2018.01.015 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-01-21+16:32:22&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Humanitarian+health+computing+using+artificial+intelligence+and+social+media%3A+A+narrative+literature+review&rft.jtitle=International+journal+of+medical+informatics+%28Shannon%2C+Ireland%29&rft.btitle=&rft.aulast=Fernandez-Luque%2C+Imran&rft.auinit=&rft.auinit1=&rft.auinitm=&rft.ausuffix=&rft.au=Fernandez-Luque%2C+Luis&rft.aucorp=&rft.date=2018-06&rft.volume=114&rft.issue=&rft.part=&rft.quarter=&rft.ssn=&rft.spage=136&rft.epage=142&rft.pages=136-142&rft.artnum=&rft.issn=1386-5056&rft.eissn=1872-8243&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1016%2Fj.ijmedinf.2018.01.015&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=Elsevier+B.V&rft.place=Ireland&rft.series=&rft.stitle=&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<gale_proqu>A534917161</gale_proqu>&svc_dat=viewit&rft_galeid=A534917161",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-066,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Article,Questioning Big Data: Crowdsourcing crisis data towards an inclusive humanitarian response,"Mulder, Femke; Ferguson, Julie; Groenewegen, Peter; Boersma, Kees; Wolbers, Jeroen",2016,Big data & society,2016-08,3.0,2,205395171666205-,10.1177/2053951716662054,https://doi.org/10.1177/2053951716662054,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-01-21+16:32:59&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-sage_doaj_&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Questioning+Big+Data%3A+Crowdsourcing+crisis+data+towards+an+inclusive+humanitarian+response&rft.jtitle=Big+data+%26+society&rft.btitle=&rft.aulast=Mulder%2C+Ferguson%2C+Groenewegen%2C+Boersma%2C+Wolbers&rft.auinit=&rft.auinit1=&rft.auinitm=&rft.ausuffix=&rft.au=Mulder%2C+Femke&rft.aucorp=&rft.date=2016-08&rft.volume=3&rft.issue=2&rft.part=&rft.quarter=&rft.ssn=&rft.spage=205395171666205&rft.epage=&rft.pages=205395171666205-&rft.artnum=&rft.issn=2053-9517&rft.eissn=2053-9517&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1177%2F2053951716662054&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=SAGE+Publications&rft.place=London%2C+England&rft.series=&rft.stitle=&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<sage_doaj_>10.1177_2053951716662054</sage_doaj_>&svc_dat=viewit&rft_galeid=,"Mulder, Femke ; Ferguson, Julie ; Groenewegen, Peter ; Boersma, Kees ; Wolbers, Jeroen (2016) Questioning Big Data: Crowdsourcing crisis data towards an inclusive humanitarian response. Article Big data & society, 3.0(2), pp. 205395171666205- doi:10.1177/2053951716662054 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-01-21+16:32:59&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-sage_doaj_&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Questioning+Big+Data%3A+Crowdsourcing+crisis+data+towards+an+inclusive+humanitarian+response&rft.jtitle=Big+data+%26+society&rft.btitle=&rft.aulast=Mulder%2C+Ferguson%2C+Groenewegen%2C+Boersma%2C+Wolbers&rft.auinit=&rft.auinit1=&rft.auinitm=&rft.ausuffix=&rft.au=Mulder%2C+Femke&rft.aucorp=&rft.date=2016-08&rft.volume=3&rft.issue=2&rft.part=&rft.quarter=&rft.ssn=&rft.spage=205395171666205&rft.epage=&rft.pages=205395171666205-&rft.artnum=&rft.issn=2053-9517&rft.eissn=2053-9517&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1177%2F2053951716662054&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=SAGE+Publications&rft.place=London%2C+England&rft.series=&rft.stitle=&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<sage_doaj_>10.1177_2053951716662054</sage_doaj_>&svc_dat=viewit&rft_galeid=",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-067,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Article,Applications of artificial intelligence for disaster management,"Sun, Wenjuan; Bocchini, Paolo; Davison, Brian D",2020,Natural hazards (Dordrecht),7/3/2020,103.0,3,2631-2689,10.1007/s11069-020-04124-3,https://doi.org/10.1007/s11069-020-04124-3,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2022-01-14+15:33:35&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Applications+of+artificial+intelligence+for+disaster+management&rft.jtitle=Natural+hazards+%28Dordrecht%29&rft.au=Sun%2C+Wenjuan&rft.date=2020-07-03&rft.volume=103&rft.issue=3&rft.spage=2631&rft.epage=2689&rft.pages=2631-2689&rft.issn=0921-030X&rft.eissn=1573-0840&rft_id=info:doi/10.1007%2Fs11069-020-04124-3&rft.pub=Springer+Netherlands&rft.place=Dordrecht&rft.stitle=Nat+Hazards&rft_dat=<gale_proqu>2438802689</gale_proqu>&svc_dat=viewit&rft_galeid=A634116390,"Sun, Wenjuan ; Bocchini, Paolo ; Davison, Brian D (2020) Applications of artificial intelligence for disaster management. Article Natural hazards (Dordrecht), 103.0(3), pp. 2631-2689 doi:10.1007/s11069-020-04124-3 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2022-01-14+15:33:35&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Applications+of+artificial+intelligence+for+disaster+management&rft.jtitle=Natural+hazards+%28Dordrecht%29&rft.au=Sun%2C+Wenjuan&rft.date=2020-07-03&rft.volume=103&rft.issue=3&rft.spage=2631&rft.epage=2689&rft.pages=2631-2689&rft.issn=0921-030X&rft.eissn=1573-0840&rft_id=info:doi/10.1007%2Fs11069-020-04124-3&rft.pub=Springer+Netherlands&rft.place=Dordrecht&rft.stitle=Nat+Hazards&rft_dat=<gale_proqu>2438802689</gale_proqu>&svc_dat=viewit&rft_galeid=A634116390",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-068,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Website,Nanotechnology for Disaster Relief and Development Cooperation,Hessen,,,,,,,,,https://www.nanowerk.com/nanotechnology/reports/reportpdf/report165.pdf,Hessen Nanotechnology for Disaster Relief and Development Cooperation. Website Available at: https://www.nanowerk.com/nanotechnology/reports/reportpdf/report165.pdf,,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-069,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Article,Improving health-care delivery in low-resource settings with nanotechnology: Challenges in multiple dimensions,"Abbas, James J; Smith, Barbara; Poluta, Mladen; Velazquez-Berumen, Adriana",2017,Nanobiomedicine,3/27/2017,4.0,,1849543517701158-1849543517701158,10.1177/1849543517701158,https://doi.org/10.1177/1849543517701158,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-01-21+16:34:01&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-sage_proqu&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Improving+health-care+delivery+in+low-resource+settings+with+nanotechnology&rft.jtitle=Nanobiomedicine&rft.btitle=&rft.aulast=Abbas%2C+Smith%2C+Poluta%2C+Velazquez-Berumen&rft.auinit=&rft.auinit1=&rft.auinitm=J%2C+%2C+%2C&rft.ausuffix=&rft.au=Abbas%2C+James+J&rft.aucorp=&rft.date=2017-03-27&rft.volume=4&rft.issue=&rft.part=&rft.quarter=&rft.ssn=&rft.spage=1849543517701158&rft.epage=1849543517701158&rft.pages=1849543517701158-1849543517701158&rft.artnum=&rft.issn=1849-5435&rft.eissn=1849-5435&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1177%2F1849543517701158&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=SAGE+Publications&rft.place=London%2C+England&rft.series=&rft.stitle=&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<sage_proqu>10.1177_1849543517701158</sage_proqu>&svc_dat=viewit&rft_galeid=,"Abbas, James J ; Smith, Barbara ; Poluta, Mladen ; Velazquez-Berumen, Adriana (2017) Improving health-care delivery in low-resource settings with nanotechnology: Challenges in multiple dimensions. Article Nanobiomedicine, 4.0, pp. 1849543517701158-1849543517701158 doi:10.1177/1849543517701158 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-01-21+16:34:01&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-sage_proqu&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Improving+health-care+delivery+in+low-resource+settings+with+nanotechnology&rft.jtitle=Nanobiomedicine&rft.btitle=&rft.aulast=Abbas%2C+Smith%2C+Poluta%2C+Velazquez-Berumen&rft.auinit=&rft.auinit1=&rft.auinitm=J%2C+%2C+%2C&rft.ausuffix=&rft.au=Abbas%2C+James+J&rft.aucorp=&rft.date=2017-03-27&rft.volume=4&rft.issue=&rft.part=&rft.quarter=&rft.ssn=&rft.spage=1849543517701158&rft.epage=1849543517701158&rft.pages=1849543517701158-1849543517701158&rft.artnum=&rft.issn=1849-5435&rft.eissn=1849-5435&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1177%2F1849543517701158&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=SAGE+Publications&rft.place=London%2C+England&rft.series=&rft.stitle=&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<sage_proqu>10.1177_1849543517701158</sage_proqu>&svc_dat=viewit&rft_galeid=",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
